ms,0_torque,0_accel,0_vel,0_pos,0_output,0_p,0_i,0_d,1_torque,1_accel,1_vel,1_pos,1_output,1_p,1_i,1_d
2949,0.010381282,0.118364565,-0.08645135,0.52596956,0.0019493452,-0.025969565,-0.008515103,0.08648633,0.0051921713,0.059199728,-0.04322047,0.26298273,9.7495946E-4,-0.012982726,-0.0042574513,0.043243166
2950,0.010380256,0.11835286,-0.08633299,0.5258832,0.0019491459,-0.025883198,-0.008540986,0.08636712,0.0051916577,0.059193872,-0.043161273,0.26293954,9.748603E-4,-0.0129395425,-0.0042703906,0.04318356
2951,0.010379195,0.11834077,-0.08621465,0.52579695,0.001948941,-0.02579695,-0.008566783,0.08624791,0.00519113,0.059187856,-0.043102082,0.26289642,9.7475783E-4,-0.012896419,-0.004283287,0.043123957
2952,0.010378104,0.11832832,-0.08609631,0.5257108,0.0019487296,-0.025710821,-0.008592494,0.086128704,0.0051905843,0.059181634,-0.0430429,0.26285335,9.746526E-4,-0.012853354,-0.0042961403,0.043064352
2953,0.010376978,0.11831548,-0.08597799,0.5256248,0.0019485126,-0.025624812,-0.008618118,0.086009495,0.005190024,0.059175245,-0.04298372,0.26281035,9.745441E-4,-0.012810349,-0.0043089506,0.043004747
2954,0.010375823,0.118302315,-0.08585968,0.5255389,0.0019482886,-0.025538921,-0.008643657,0.085890286,0.0051894463,0.05916866,-0.042924546,0.2627674,9.7443257E-4,-0.012767404,-0.004321718,0.042945143
2955,0.01037463,0.11828871,-0.085741386,0.52545315,0.0019480591,-0.02545315,-0.00866911,0.08577108,0.005188852,0.059161883,-0.04286538,0.26272452,9.743178E-4,-0.012724519,-0.004334443,0.04288554
2956,0.010373407,0.11827477,-0.0856231,0.52536744,0.0019522416,-0.025367439,-0.008694477,0.08571147,0.005188241,0.059154917,-0.042806223,0.2626817,9.7419997E-4,-0.012681693,-0.0043471246,0.042825934
2957,0.01039568,0.118528716,-0.085504696,0.52528185,0.0019520074,-0.025281847,-0.008719759,0.08559226,0.005187614,0.059147764,-0.042747073,0.26263893,9.740791E-4,-0.0126389265,-0.0043597636,0.04276633
2958,0.010394433,0.1185145,-0.08538617,0.5251964,0.0019517671,-0.025196373,-0.008744955,0.08547305,0.0051869703,0.05914043,-0.04268793,0.26259622,9.7395503E-4,-0.01259622,-0.0043723597,0.042706724
2959,0.010393153,0.11849991,-0.08526766,0.525111,0.0019515203,-0.02511102,-0.008770066,0.085353844,0.0051863096,0.059132893,-0.042628795,0.26255357,9.738279E-4,-0.012553573,-0.0043849135,0.04264712
2960,0.010391839,0.11848493,-0.08514917,0.5250258,0.0019512675,-0.025025785,-0.008795092,0.085234635,0.0051856325,0.059125174,-0.042569667,0.262511,9.7369775E-4,-0.012510985,-0.0043974244,0.042587515
2961,0.010390492,0.11846957,-0.08503069,0.52494067,0.0019510081,-0.02494067,-0.008820033,0.085115425,0.0051849396,0.059117272,-0.042510547,0.26246846,9.7356434E-4,-0.012468457,-0.004409893,0.04252791
2962,0.010389111,0.11845382,-0.084912226,0.5248557,0.0019507422,-0.024855673,-0.008844889,0.084996216,0.005184229,0.05910917,-0.042451434,0.262426,9.7342767E-4,-0.012425989,-0.004422319,0.042468306
2963,0.010387695,0.118437685,-0.084793776,0.5247708,0.0019504707,-0.024770796,-0.008869659,0.08487701,0.005183501,0.059100874,-0.04239233,0.26238358,9.7328797E-4,-0.01238358,-0.004434703,0.0424087
2964,0.01038625,0.118421204,-0.08467535,0.52468604,0.0019501927,-0.024686038,-0.008894345,0.0847578,0.0051827575,0.059092395,-0.04233323,0.26234123,9.73145E-4,-0.012341231,-0.0044470443,0.042349096
2965,0.010384769,0.11840432,-0.08455694,0.5246014,0.0019499082,-0.0246014,-0.008918947,0.08463859,0.005181996,0.059083715,-0.042274144,0.26229894,9.72999E-4,-0.012298942,-0.0044593434,0.04228949
2966,0.010383254,0.11838704,-0.08443854,0.5245169,0.0019496172,-0.02451688,-0.008943464,0.08451938,0.0051812185,0.059074845,-0.042215064,0.2622567,9.728498E-4,-0.012256712,-0.0044716,0.042229887
2967,0.010381704,0.11836937,-0.084320165,0.5244325,0.0019493201,-0.02443248,-0.008967896,0.08440017,0.005180424,0.05906579,-0.042155992,0.2622145,9.7490684E-4,-0.012214512,-0.0044838144,0.042200085
2968,0.010380122,0.11835133,-0.084201805,0.5243482,0.0019490165,-0.0243482,-0.0089922445,0.08428096,0.005191378,0.05919068,-0.042096864,0.26217237,9.7475527E-4,-0.012172371,-0.0044959867,0.04214048
2969,0.010378505,0.1183329,-0.08408346,0.52426404,0.0019487063,-0.024264038,-0.009016508,0.08416175,0.005190571,0.059181478,-0.042037677,0.2621303,9.7460044E-4,-0.01213029,-0.004508117,0.042080875
2970,0.010376854,0.11831407,-0.08396514,0.52418,0.0019483902,-0.024179995,-0.009040688,0.08404254,0.005189746,0.059172075,-0.0419785,0.26208827,9.744426E-4,-0.012088269,-0.0045202053,0.04202127
2971,0.010375171,0.11829488,-0.08384683,0.5240961,0.0019480675,-0.024096072,-0.009064784,0.08392333,0.0051889056,0.059162494,-0.041919332,0.2620463,9.7428146E-4,-0.012046307,-0.0045322515,0.041961666
2972,0.010373452,0.11827528,-0.083728544,0.52401227,0.0019477387,-0.024012268,-0.009088797,0.08380412,0.0051880474,0.059152707,-0.041860174,0.2620044,9.741171E-4,-0.012004405,-0.004544256,0.04190206
2973,0.010371701,0.11825532,-0.08361028,0.5239286,0.001947403,-0.023928583,-0.009112725,0.083684914,0.0051871724,0.05914273,-0.041801028,0.26196256,9.7394944E-4,-0.011962563,-0.004556218,0.041842457
2974,0.010369914,0.11823494,-0.08349203,0.523845,0.0019470612,-0.023845017,-0.00913657,0.083565705,0.00518628,0.059132554,-0.04174189,0.26192078,9.7377854E-4,-0.01192078,-0.004568139,0.041782852
2975,0.010368094,0.11821419,-0.08337381,0.5237616,0.0019467124,-0.02376157,-0.009160331,0.083446495,0.0051853694,0.059122175,-0.04168276,0.26187906,9.736046E-4,-0.011879057,-0.004580018,0.041723248
2976,0.010366236,0.11819301,-0.083255604,0.52367824,0.0019463575,-0.023678243,-0.009184009,0.083327286,0.0051844437,0.05911162,-0.041623645,0.2618374,9.7342744E-4,-0.011837393,-0.0045918557,0.041663643
2977,0.010364347,0.118171476,-0.08313742,0.52359504,0.0019459962,-0.023595035,-0.009207604,0.08320808,0.0051835,0.05910086,-0.04156454,0.2617958,9.7324676E-4,-0.011795789,-0.0046036514,0.04160404
2978,0.010362423,0.118149534,-0.083019264,0.52351195,0.0019456283,-0.023511946,-0.009231117,0.08308887,0.0051825377,0.059089888,-0.041505445,0.26175424,9.7306306E-4,-0.011754245,-0.0046154056,0.041544434
2979,0.0103604635,0.11812719,-0.08290113,0.523429,0.0019452535,-0.023428977,-0.009254546,0.08296966,0.00518156,0.059078738,-0.04144636,0.26171276,9.728761E-4,-0.01171276,-0.0046271184,0.04148483
2980,0.010358468,0.118104436,-0.08278301,0.5233461,0.0019448726,-0.023346126,-0.009277892,0.08285045,0.005180564,0.059067383,-0.04138729,0.26167133,9.7268587E-4,-0.0116713345,-0.0046387897,0.041425224
2981,0.010356439,0.11808131,-0.08266492,0.5232634,0.0019444851,-0.023263395,-0.009301156,0.08273124,0.0051795514,0.05905584,-0.04132823,0.26162997,9.724924E-4,-0.011629969,-0.0046504196,0.04136562
2982,0.010354376,0.11805779,-0.08254685,0.5231808,0.0019440907,-0.023180783,-0.009324336,0.08261203,0.005178521,0.05904409,-0.04126918,0.26158866,9.722954E-4,-0.011588663,-0.004662008,0.041306015
2983,0.010352276,0.11803384,-0.082428806,0.5230983,0.0019436902,-0.02309829,-0.009347435,0.08249282,0.005177472,0.059032127,-0.04121014,0.26154742,9.720952E-4,-0.011547416,-0.0046735555,0.04124641
2984,0.010350144,0.11800953,-0.08231078,0.5230159,0.0019432832,-0.023015916,-0.009370451,0.08237361,0.005176406,0.059019975,-0.041151114,0.26150623,9.718919E-4,-0.01150623,-0.0046850615,0.041186806
2985,0.010347975,0.11798481,-0.082192786,0.52293366,0.0019428693,-0.022933662,-0.009393385,0.0822544,0.005175323,0.05900763,-0.0410921,0.2614651,9.7168516E-4,-0.011465102,-0.0046965266,0.0411272
2986,0.010345773,0.11795969,-0.08207481,0.5228515,0.0019424488,-0.022851527,-0.009416237,0.08213519,0.0051742224,0.05899508,-0.0410331,0.26142403,9.7147515E-4,-0.011424035,-0.0047079506,0.041067597
2987,0.010343533,0.11793415,-0.08195686,0.5227695,0.0019420218,-0.02276951,-0.009439006,0.082015984,0.0051731043,0.05898233,-0.04097411,0.26138303,9.712619E-4,-0.011383027,-0.0047193337,0.041007992
2988,0.01034126,0.11790823,-0.08183894,0.5226876,0.0019415882,-0.022687614,-0.009461694,0.081896774,0.0051719686,0.058969382,-0.040915135,0.26134208,9.710451E-4,-0.011342078,-0.004730676,0.040948387
2989,0.010338951,0.11788191,-0.081721045,0.52260584,0.0019411477,-0.022605836,-0.0094843,0.081777565,0.0051708138,0.058956213,-0.04085617,0.2613012,9.708251E-4,-0.01130119,-0.004741977,0.040888783
2990,0.010336605,0.11785516,-0.08160318,0.5225242,0.0019407007,-0.022524178,-0.009506824,0.081658356,0.0051696426,0.05894286,-0.040797222,0.26126036,9.706018E-4,-0.0112603605,-0.004753237,0.040829178
2991,0.010334224,0.11782802,-0.08148534,0.52244264,0.0019402467,-0.022442639,-0.009529267,0.08153915,0.0051684533,0.0589293,-0.040738285,0.2612196,9.7037526E-4,-0.011219591,-0.004764457,0.040769573
2992,0.010331808,0.11780047,-0.08136752,0.5223612,0.0019397861,-0.022361219,-0.0095516285,0.08141994,0.0051672473,0.05891555,-0.04067936,0.26117888,9.701452E-4,-0.011178881,-0.0047756354,0.04070997
2993,0.010329355,0.1177725,-0.081249736,0.5222799,0.0019393195,-0.022279918,-0.0095739085,0.08130073,0.005166022,0.058901582,-0.040620454,0.26113823,9.699119E-4,-0.011138231,-0.0047867736,0.040650364
2994,0.01032687,0.11774416,-0.08113198,0.52219874,0.0019388455,-0.022198737,-0.0095961075,0.08118152,0.0051647797,0.058887415,-0.04056156,0.26109764,9.6967514E-4,-0.01109764,-0.004797871,0.04059076
2995,0.010324346,0.11771539,-0.08101425,0.5221177,0.0019383649,-0.022117674,-0.0096182255,0.08106231,0.0051635187,0.05887304,-0.04050268,0.2610571,9.694351E-4,-0.011057109,-0.0048089284,0.040531155
2996,0.010321787,0.11768621,-0.08089655,0.52203673,0.0019378774,-0.022036731,-0.009640262,0.0809431,0.0051622405,0.058858465,-0.04044381,0.26101664,9.6919155E-4,-0.011016637,-0.004819945,0.04047155
2997,0.010319191,0.11765662,-0.080778874,0.5219559,0.0019373833,-0.021955907,-0.009662218,0.08082389,0.005160944,0.058843683,-0.04038496,0.26097623,9.6894475E-4,-0.010976225,-0.004830921,0.040411945
2998,0.01031656,0.117626615,-0.08066123,0.5218752,0.0019368827,-0.021875203,-0.009684093,0.08070468,0.00515963,0.0588287,-0.040326122,0.26093587,9.6869445E-4,-0.010935873,-0.004841857,0.04035234
2999,0.010313895,0.117596224,-0.080543615,0.5217946,0.0019363747,-0.021794617,-0.009705888,0.08058547,0.005158297,0.0588135,-0.0402673,0.26089558,9.684409E-4,-0.01089558,-0.0048527527,0.040292736
3000,0.010311188,0.11756537,-0.08042604,0.52171415,0.0019358606,-0.02171415,-0.009727602,0.08046626,0.005156947,0.05879811,-0.040208492,0.26085535,9.6818386E-4,-0.010855347,-0.004863608,0.04023313
3001,0.010308451,0.11753416,-0.08030849,0.5216338,0.0019353391,-0.021633804,-0.009749236,0.08034705,0.0051555783,0.058782503,-0.040149704,0.26081517,9.6792355E-4,-0.010815173,-0.004874423,0.040173527
3002,0.010305674,0.117502496,-0.08019097,0.5215536,0.0019348115,-0.021553576,-0.009770789,0.080227844,0.005154192,0.058766697,-0.04009093,0.26077506,9.6765975E-4,-0.010775059,-0.004885198,0.040113922
3003,0.010302865,0.11747047,-0.08007348,0.52147347,0.0019342764,-0.021473467,-0.009792263,0.080108635,0.005152787,0.058750678,-0.04003217,0.260735,9.6739247E-4,-0.010735005,-0.004895933,0.040054318
3004,0.010300015,0.11743797,-0.07995603,0.5213935,0.0019337344,-0.021393478,-0.009813656,0.079989426,0.0051513636,0.05873445,-0.039973427,0.260695,9.671219E-4,-0.01069501,-0.004906628,0.039994713
3005,0.010297129,0.11740507,-0.07983861,0.5213136,0.0019331858,-0.021313608,-0.009834969,0.07987022,0.0051499233,0.058718026,-0.0399147,0.26065508,9.6684764E-4,-0.010655075,-0.004917283,0.03993511
3006,0.010294208,0.11737177,-0.07972122,0.52123386,0.0019326308,-0.021233857,-0.009856204,0.07975101,0.0051484625,0.05870137,-0.03985599,0.2606152,9.665701E-4,-0.0106152,-0.0049278983,0.039875504
3007,0.010291252,0.11733806,-0.079603866,0.52115417,0.0019364869,-0.021154165,-0.009877358,0.0796914,0.0051469845,0.05868452,-0.0397973,0.26057538,9.662891E-4,-0.010575384,-0.0049384735,0.0398159
3008,0.010311786,0.11757219,-0.07948641,0.5210746,0.0019359258,-0.021074593,-0.0098984325,0.07957219,0.0051454883,0.058667462,-0.03973862,0.26053563,9.660048E-4,-0.010535628,-0.004949009,0.039756294
3009,0.010308798,0.117538124,-0.07936885,0.52099514,0.0019353577,-0.02099514,-0.009919427,0.079452984,0.0051439744,0.0586502,-0.039679963,0.26049593,9.6571655E-4,-0.010495931,-0.004959505,0.03969669
3010,0.010305773,0.11750362,-0.079251334,0.5209158,0.0019347821,-0.020915806,-0.009940343,0.079333775,0.0051424396,0.0586327,-0.039621323,0.2604563,9.654253E-4,-0.010456294,-0.0049699615,0.039637085
3011,0.0103027085,0.117468685,-0.079133846,0.5208366,0.0019342001,-0.020836592,-0.009961179,0.079214565,0.0051408885,0.058615014,-0.0395627,0.26041672,9.651303E-4,-0.010416716,-0.0049803783,0.03957748
3012,0.010299609,0.11743335,-0.079016395,0.5207575,0.001933611,-0.020757496,-0.009981937,0.079095356,0.0051393174,0.058597103,-0.039504092,0.26037717,9.6704136E-4,-0.010377169,-0.0049907556,0.039547678
3013,0.010296472,0.117397584,-0.07889898,0.5206785,0.0019330154,-0.02067852,-0.010002615,0.07897615,0.005149494,0.05871313,-0.039445437,0.26033768,9.6674357E-4,-0.010337681,-0.0050010933,0.039488073
3014,0.0102933,0.11736142,-0.078781605,0.52059966,0.0019324119,-0.020599663,-0.010023215,0.07885694,0.0051479083,0.05869505,-0.039386734,0.26029825,9.664423E-4,-0.010298252,-0.0050113914,0.03942847
3015,0.010290087,0.117324784,-0.07866426,0.5205209,0.0019318019,-0.020520926,-0.010043736,0.07873773,0.005146304,0.058676764,-0.03932805,0.26025888,9.661374E-4,-0.010258883,-0.0050216503,0.039368864
3016,0.010286839,0.11728774,-0.07854695,0.5204423,0.0019311849,-0.020442307,-0.010064178,0.07861852,0.0051446804,0.05865825,-0.039269384,0.26021957,9.65829E-4,-0.010219574,-0.0050318697,0.03930926
3017,0.010283553,0.11725028,-0.07842968,0.5203638,0.0019305609,-0.020363808,-0.0100845415,0.07849931,0.0051430385,0.05863953,-0.039210737,0.26018032,9.6551725E-4,-0.010180324,-0.00504205,0.039249655
3018,0.010280231,0.1172124,-0.07831244,0.5202854,0.0019299304,-0.020285428,-0.010104827,0.07838011,0.0051413784,0.058620602,-0.039152108,0.26014113,9.652022E-4,-0.010141134,-0.005052191,0.039190054
3019,0.010276873,0.11717411,-0.07819525,0.52020717,0.0019292925,-0.020207167,-0.010125034,0.0782609,0.0051397006,0.058601473,-0.0390935,0.260102,9.6488325E-4,-0.010102004,-0.0050622933,0.03913045
3020,0.010273476,0.11713538,-0.0780781,0.520129,0.001928647,-0.020129025,-0.010145162,0.07814169,0.0051380023,0.05858211,-0.039034907,0.26006293,9.645608E-4,-0.010062933,-0.005072356,0.039070845
3021,0.010270039,0.11709619,-0.07796098,0.520051,0.0019279947,-0.020051003,-0.010165214,0.07802248,0.005136285,0.05856253,-0.038976334,0.26002392,9.642348E-4,-0.010023922,-0.00508238,0.03901124
3022,0.010266565,0.117056586,-0.077843904,0.5199731,0.0019273353,-0.0199731,-0.010185187,0.07790327,0.0051345495,0.05854274,-0.03891778,0.25998497,9.6390536E-4,-0.00998497,-0.005092365,0.038951635
3023,0.010263054,0.117016554,-0.07772687,0.5198953,0.0019266689,-0.019895315,-0.010205082,0.07778406,0.005132795,0.058522735,-0.03885925,0.25994608,9.635722E-4,-0.009946078,-0.0051023113,0.03889203
3024,0.010259505,0.1169761,-0.077609874,0.51981765,0.0019259951,-0.01981765,-0.010224899,0.07766485,0.0051310207,0.058502506,-0.038800735,0.25990725,9.632356E-4,-0.009907246,-0.0051122187,0.038832426
3025,0.010255918,0.11693519,-0.077492915,0.5197401,0.0019253148,-0.019740105,-0.01024464,0.07754564,0.005129229,0.058482073,-0.038742244,0.25986847,9.628956E-4,-0.009868473,-0.005122087,0.03877282
3026,0.010252294,0.11689387,-0.077376,0.5196627,0.0019246268,-0.019662678,-0.010264303,0.07742643,0.005127418,0.058461428,-0.038683772,0.25982976,9.625517E-4,-0.00982976,-0.0051319166,0.038713217
3027,0.01024863,0.1168521,-0.07725913,0.5195854,0.0019239315,-0.019585371,-0.010283888,0.077307224,0.0051255864,0.058440544,-0.038625322,0.2597911,9.622043E-4,-0.009791106,-0.0051417076,0.038653612
3028,0.010244929,0.116809905,-0.0771423,0.5195082,0.0019232295,-0.019508183,-0.010303397,0.077188015,0.005123737,0.058419455,-0.03856689,0.2597525,9.618534E-4,-0.009752512,-0.00515146,0.038594007
3029,0.010241191,0.11676728,-0.07702551,0.5194311,0.0019225199,-0.019431114,-0.010322828,0.077068806,0.0051218686,0.058398154,-0.038508482,0.25971398,9.6149894E-4,-0.009713978,-0.005161174,0.038534403
3030,0.0102374125,0.1167242,-0.07690877,0.51935416,0.0019218032,-0.019354165,-0.010342182,0.0769496,0.005119981,0.058376633,-0.038450096,0.2596755,9.6114073E-4,-0.009675503,-0.0051708496,0.0384748
3031,0.010233595,0.116680674,-0.07679206,0.51927733,0.0019210796,-0.019277334,-0.010361459,0.07683039,0.0051180734,0.058354884,-0.03839173,0.2596371,9.6077914E-4,-0.009637088,-0.0051804865,0.038415194
3032,0.010229742,0.116636746,-0.0766754,0.5192006,0.0019203483,-0.019200623,-0.01038066,0.07671118,0.005116148,0.05833293,-0.038333386,0.25959873,9.604137E-4,-0.009598732,-0.005190085,0.03835559
3033,0.010225848,0.11659235,-0.07655878,0.51912403,0.00191961,-0.019124031,-0.010399784,0.07659197,0.005114202,0.058310743,-0.038275063,0.25956044,9.600448E-4,-0.009560436,-0.0051996456,0.038295984
3034,0.010221916,0.11654752,-0.07644221,0.51904756,0.0019188644,-0.019047558,-0.010418831,0.07647276,0.0051122373,0.058288343,-0.038216762,0.2595222,9.5967215E-4,-0.0095222,-0.005209168,0.03823638
3035,0.010217947,0.116502255,-0.076325685,0.51897115,0.0019225306,-0.018971145,-0.010437802,0.076413155,0.005110253,0.05826572,-0.038158484,0.25948402,9.59296E-4,-0.009484023,-0.005218652,0.038176775
3036,0.010237469,0.11672485,-0.07620907,0.51889485,0.0019217785,-0.018894851,-0.010456697,0.076293945,0.0051082503,0.058242884,-0.038100228,0.2594459,9.5891603E-4,-0.009445906,-0.005228098,0.03811717
3037,0.010233465,0.116679184,-0.07609237,0.5188187,0.001921019,-0.018818676,-0.010475515,0.076174736,0.005106227,0.058219813,-0.038041998,0.25940785,9.5853256E-4,-0.009407848,-0.005237506,0.038057566
3038,0.01022942,0.11663307,-0.075975716,0.5187426,0.0019202521,-0.018742621,-0.010494258,0.07605553,0.005104185,0.058196533,-0.03798379,0.25936982,9.603547E-4,-0.00936982,-0.005246876,0.038027763
3039,0.010225336,0.11658651,-0.07585911,0.5186667,0.0019194784,-0.018666685,-0.010512925,0.07593632,0.0051138876,0.05830716,-0.037925538,0.25933185,9.5996796E-4,-0.009331852,-0.0052562077,0.03796816
3040,0.010221216,0.11653953,-0.07574254,0.51859087,0.0019186968,-0.018590868,-0.010531516,0.07581711,0.005111828,0.058283675,-0.03786724,0.25929394,9.595773E-4,-0.009293944,-0.005265502,0.037908554
3041,0.010217054,0.11649208,-0.07562603,0.51851517,0.001917908,-0.01851517,-0.010550031,0.0756979,0.005109748,0.058259957,-0.03780897,0.2592561,9.591832E-4,-0.009256095,-0.0052747577,0.03784895
3042,0.010212854,0.116444185,-0.07550956,0.5184396,0.0019171122,-0.01843959,-0.010568471,0.07557869,0.0051076496,0.058236033,-0.03775072,0.2592183,9.587853E-4,-0.009218305,-0.005283976,0.037789345
3043,0.010208616,0.11639587,-0.07539314,0.51836413,0.0019163089,-0.018364131,-0.0105868345,0.07545948,0.0051055304,0.05821187,-0.0376925,0.25918058,9.583838E-4,-0.009180576,-0.0052931565,0.03772974
3044,0.0102043385,0.1163471,-0.07527677,0.5182888,0.0019154979,-0.018288791,-0.010605123,0.07534027,0.0051033925,0.058187496,-0.0376343,0.2591429,9.5797854E-4,-0.0091429055,-0.0053022993,0.037670135
3045,0.01020002,0.116297856,-0.075160444,0.51821357,0.0019146798,-0.01821357,-0.010623337,0.07522106,0.0051012347,0.058162894,-0.037576124,0.2591053,9.575697E-4,-0.009105295,-0.0053114044,0.03761053
3046,0.010195663,0.11624818,-0.07504417,0.51813847,0.0019138542,-0.018138468,-0.010641475,0.07510185,0.0050990577,0.058138072,-0.037517972,0.25906774,9.57157E-4,-0.009067744,-0.005320472,0.037550926
3047,0.010191266,0.116198055,-0.07492795,0.5180635,0.0019130209,-0.018063486,-0.010659539,0.07498264,0.00509686,0.058113016,-0.037459847,0.25903025,9.567407E-4,-0.009030253,-0.0053295023,0.03749132
3048,0.01018683,0.116147466,-0.07481178,0.5179886,0.0019121806,-0.017988622,-0.010677528,0.074863434,0.005094643,0.05808774,-0.037401747,0.25899282,9.5632055E-4,-0.008992821,-0.005338495,0.037431717
3049,0.010182355,0.116096444,-0.074695654,0.5179139,0.0019113326,-0.017913878,-0.010695442,0.074744225,0.0050924057,0.05806223,-0.037343673,0.25895545,9.558967E-4,-0.008955449,-0.0053474507,0.037372112
3050,0.01017784,0.11604496,-0.07457958,0.51783925,0.0019104772,-0.017839253,-0.010713281,0.074625015,0.0050901487,0.058036495,-0.037285622,0.25891814,9.554692E-4,-0.008918136,-0.005356369,0.037312508
3051,0.010173284,0.11599303,-0.07446356,0.51776475,0.0019096143,-0.017764747,-0.010731046,0.074505806,0.005087873,0.058010545,-0.037227597,0.25888088,9.550379E-4,-0.008880883,-0.00536525,0.037252903
3052,0.010168689,0.11594064,-0.07434759,0.51769036,0.0019087438,-0.01769036,-0.010748737,0.0743866,0.005085576,0.057984356,-0.037169598,0.2588437,9.5460285E-4,-0.00884369,-0.005374094,0.0371933
3053,0.010164054,0.11588778,-0.07423168,0.5176161,0.001907866,-0.017616093,-0.0107663525,0.07426739,0.005083259,0.05795794,-0.037111625,0.25880656,9.541641E-4,-0.008806556,-0.0053829006,0.037133694
3054,0.01015938,0.11583449,-0.07411581,0.51754194,0.0019069803,-0.017541945,-0.010783895,0.07414818,0.005080923,0.057931304,-0.037053682,0.25876948,9.537216E-4,-0.008769482,-0.00539167,0.03707409
3055,0.010154664,0.11578072,-0.07400001,0.5174679,0.0019060876,-0.017467916,-0.010801363,0.07402897,0.0050785667,0.05790444,-0.036995765,0.25873247,9.5327524E-4,-0.008732468,-0.0054004025,0.037014484
3056,0.01014991,0.11572652,-0.073884256,0.51739395,0.0019096057,-0.017393947,-0.010818757,0.073969364,0.00507619,0.05787734,-0.036937874,0.2586955,9.528252E-4,-0.008695513,-0.0054090978,0.03695488
3057,0.010168644,0.11594012,-0.07376842,0.5173201,0.0019087058,-0.017320096,-0.010836077,0.073850155,0.005073793,0.057850014,-0.03688001,0.25865862,9.523714E-4,-0.008658618,-0.0054177563,0.036895275
3058,0.010163852,0.11588548,-0.073652506,0.51724637,0.0019077982,-0.017246366,-0.010853323,0.073730946,0.005071377,0.057822462,-0.036822174,0.25862175,9.54123E-4,-0.008621752,-0.005426378,0.036865473
3059,0.010159018,0.11583037,-0.07353665,0.51717275,0.001906883,-0.017172754,-0.010870496,0.07361174,0.005080704,0.057928808,-0.036764298,0.25858495,9.536657E-4,-0.008584946,-0.005434963,0.03680587
3060,0.010154146,0.11577481,-0.073420845,0.51709926,0.00190596,-0.017099261,-0.010887595,0.07349253,0.005078269,0.057901047,-0.036706384,0.2585482,9.5320435E-4,-0.0085482,-0.005443511,0.036746264
3061,0.01014923,0.11571877,-0.0733051,0.5170259,0.0019050296,-0.017025888,-0.01090462,0.07337332,0.0050758123,0.057873033,-0.036648497,0.2585115,9.527394E-4,-0.0085115135,-0.0054520224,0.03668666
3062,0.010144277,0.115662284,-0.07318941,0.51695263,0.0019040918,-0.016952634,-0.010921573,0.07325411,0.0050733364,0.057844806,-0.03659064,0.2584749,9.5227046E-4,-0.008474886,-0.0054604975,0.036627054
3063,0.010139282,0.11560534,-0.073073775,0.5168795,0.001903146,-0.016879499,-0.010938453,0.0731349,0.0050708395,0.057816338,-0.036532808,0.25843832,9.517978E-4,-0.008438319,-0.0054689357,0.03656745
3064,0.010134246,0.115547925,-0.0729582,0.5168065,0.0019021928,-0.016806483,-0.010955259,0.07301569,0.0050683226,0.05778764,-0.036475006,0.2584018,9.5132133E-4,-0.008401811,-0.0054773376,0.036507845
3065,0.0101291705,0.11549005,-0.07284268,0.5167336,0.0019012317,-0.016733587,-0.010971993,0.07289648,0.0050657853,0.057758708,-0.036417235,0.25836536,9.50841E-4,-0.008365363,-0.005485703,0.03644824
3066,0.010124053,0.1154317,-0.07272722,0.5166608,0.0019002631,-0.01666081,-0.010988654,0.07277727,0.0050632274,0.057729546,-0.03635949,0.25832897,9.5035695E-4,-0.008328974,-0.0054940316,0.036388636
3067,0.010118895,0.115372896,-0.072611816,0.51658815,0.0018992866,-0.016588151,-0.011005241,0.07265806,0.00506065,0.057700157,-0.036301773,0.25829265,9.498688E-4,-0.008292645,-0.005502324,0.03632903
3068,0.010113695,0.115313604,-0.072496474,0.5165156,0.0018983027,-0.016515613,-0.0110217575,0.07253885,0.0050580506,0.05767052,-0.036244087,0.25825638,9.4937696E-4,-0.008256376,-0.0055105803,0.036269426
3069,0.010108455,0.11525386,-0.07238119,0.5164432,0.0018973108,-0.016443193,-0.011038201,0.07241964,0.0050554313,0.057640657,-0.03618643,0.25822017,9.4888126E-4,-0.008220166,-0.0055188006,0.03620982
3070,0.010103174,0.11519364,-0.07226597,0.5163709,0.0018963115,-0.016370893,-0.011054572,0.072300434,0.005052792,0.05761056,-0.036128804,0.25818402,9.483816E-4,-0.008184016,-0.0055269846,0.036150217
3071,0.010097852,0.115132965,-0.072150804,0.5162987,0.0018953041,-0.016298711,-0.011070871,0.072181225,0.005050131,0.057580225,-0.036071207,0.25814793,9.478781E-4,-0.008147925,-0.0055351327,0.036090612
3072,0.010092488,0.1150718,-0.0720357,0.5162266,0.0018987078,-0.01622659,-0.011087097,0.07212162,0.0050474503,0.05754966,-0.036013644,0.2581119,9.473709E-4,-0.008111894,-0.0055432445,0.036031008
3073,0.010110613,0.11527847,-0.07192052,0.5161546,0.0018976929,-0.016154587,-0.011103252,0.07200241,0.005044749,0.05751886,-0.03595611,0.25807592,9.468596E-4,-0.008075923,-0.0055513205,0.035971403
3074,0.010105208,0.11521684,-0.071805276,0.5160827,0.0018966706,-0.016082704,-0.011119335,0.0718832,0.0050420263,0.057487816,-0.035898607,0.25803998,9.485539E-4,-0.008039981,-0.0055593606,0.0359416
3075,0.010099764,0.115154766,-0.07169009,0.51601094,0.00189564,-0.01601094,-0.011135346,0.07176399,0.005051049,0.05759069,-0.035841066,0.2580041,9.480389E-4,-0.008004099,-0.005567365,0.035881996
